A Cave | Dungeon | 0x018B0191 [50 -10 0] -0.003491 0 0 -0.999994
Golem Sanctum Portal | Dungeon | 0x02E10290 [310 -260 -12] -0.707107 0 0 -0.707107
Grael's Chamber | Dungeon | 0x00740586 [279.799 -212.783 18.005] 0 0 0 -1
Grael's Chamber | Dungeon | 0x007504C6 [279.799 -212.783 18.005] 0.04578 0 0 -0.998952
Grael's Chamber | Dungeon | 0x007604D0 [279.799 -212.783 18.005] 0 0 0 -1
Graveyard | Dungeon | 0x482D003E [176.204 130.368 6.005] 0.464097 0 0 0.885785
Graveyard | Dungeon | 0x482E0140 [22.1693 83.0472 3.66] 0.707107 0 0 -0.707107
Great Hall | Dungeon | 0x665E01D0 [259.73 -209.475 -5.915] -0.99985 0 0 -0.017294
Greater K'nath Lair | Dungeon | 0x01930187 [320 -10 0.005] -0.004204 0 0 -0.999991
Gredaline Consulate | Dungeon | 0x029B0318 [280 -300 6] 1 0 0 0
Gredaline Villas Portal | Dungeon | 0xA7340023 [105.842 60.832 75.545] 0.816959 0 0 -0.576696
Green Mire Grave | Dungeon | 0x01E5020E [80.915 -69.263 0] 0.999816 0 0 -0.019198
Green Mire Grave | Dungeon | 0xD85C003F [187.164 145.655 13.602] 1 0 0 0
Greenspire | Town | 0x2BB5003C [178.958 86.57 0.005] 0.352348 0 0 -0.935869
Greenswath Portal | Dungeon | 0x9E88000E [28.066 129.406 21.772] 0.615888 0 0 -0.787834
Greenvale Settlement Portal | Dungeon | 0x8DE30024 [99.386 79.361 42.496] 0.972033 0 0 -0.234845
Grievous Vault | Dungeon | 0x01890321 [139.792 -66.582 6.005] 0.014817 0 0 -0.99989
Grievver Caves Portal | Dungeon | 0x545602A0 [110 -20 0] 0.707107 0 0 -0.707107
Gromnie Clan Training Camp | Dungeon | 0x56430381 [30.2209 -71.2641 6.005] 1 0 0 0
Ground Portal | Dungeon | 0x2B110028 [110.5 177.4 48] 0.382683 0 0 -0.92388
Guardian Crypt Portal | Dungeon | 0x016A010D [30 -20 -6] 0 0 0 -1
Guardian's Treasure Portal | Dungeon | 0x016A01E0 [100 -90 12] -0.707107 0 0 -0.707107
Habitat Tower Portal | Dungeon | 0x029302B4 [80 -59.6 0.1] 1 0 0 0
Hagra's Holdfast | Dungeon | 0x003901E0 [110 -30 0.005] 0.707107 0 0 -0.707107
Haliana Portal | Dungeon | 0xCBDA002F [128.48 154.773 4.712] 0.991323 0 0 -0.131452
Hall of Hollows Exit Portal | Dungeon | 0x02DF0375 [2.16 -63.34 -5.9] 0.707107 0 0 -0.707107
Hall of Hollows Portal | Dungeon | 0x527601CF [30 -220 12] 1 0 0 0
Hall of Karlun | Dungeon | 0x0021013E [19.9532 -138.778 0.005] 0.999987 0 0 0.005023
Halls | Dungeon | 0x017F010F [10 -300 0.005] 1 0 0 0
Halls of Helm | Dungeon | 0x8196002F [124.108 163.773 197.925] 1 0 0 0
Halls of Metos | Dungeon | 0x02F30297 [100 -330 0] 1 0 0 0
Halls of Metos | Dungeon | 0x02F40297 [100 -330 0] 1 0 0 0
Halls of Metos | Dungeon | 0x02F50297 [100 -330 0] 1 0 0 0
Halls of the Helm | Dungeon | 0x01CC01E5 [70.5 -71 12] -0.010149 0 0 -0.999949
Halls of the Lost Light | Dungeon | 0x01CE01C9 [49.54 -6.8 0] -0.011432 0 0 -0.999935
Hamud Cottages Portal | Dungeon | 0x9264001C [83.425 88.856 13.41] 0.888229 0 0 -0.459402
Hand-on-Sword Cottages Portal | Dungeon | 0xD6BE0024 [111.733 93.785 106.005] -0.284283 0 0 -0.95874
Harbinger's Blood | Dungeon | 0x57470140 [46.25 -16.5 0.005] -0.707107 0 0 -0.707107
Harbinger's Blood | Dungeon | 0x57470140 [46.25 16.5 0.005] -0.707107 0 0 -0.707107
Harbinger's Blood | Dungeon | 0x58470140 [46.25 -16.5 0.005] -0.707107 0 0 -0.707107
Harbinger's Blood | Dungeon | 0x5947010B [46.275 -16.485 0.005] 0 0 0 -1
Harbinger's Blood | Dungeon | 0x5A470140 [46.275 -16.485 0.005] 0.707107 0 0 -0.707107
Harbinger's Lair | Dungeon | 0x005D011D [10 -10 -5.503] 1 0 0 0
Harbinger's Lair | Dungeon | 0x565201AD [23 -57.225 -0.005] 1 0 0 0
Harbinger's Lair | Dungeon | 0x5747010B [9.755 -95 0.005] 0 0 0 -1
Harbinger's Lair | Dungeon | 0x5847010B [9.755 -95 0.005] 0 0 0 -1
Harbinger's Lair | Dungeon | 0x5947010B [9.755 -93.593 0.005] 0.707107 0 0 -0.707107
Harbinger's Lair | Dungeon | 0x5A47010B [9.755 -93.593 0.005] 0.707107 0 0 -0.707107
Harmonious Blade Cottages Portal | Dungeon | 0x63A2001D [83.922 110.079 54.005] -0.964336 0 0 -0.264681
Harraag's Lair | Dungeon | 0x006004BF [120 -20 0] -0.923879 0 0 -0.382684
Harvestgain Festival Stone Portal | Dungeon | 0xA45D001A [79 29 25.8] 0.990268 0 0 -0.139173
Hasina Gardens Portal | Dungeon | 0x7B000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Haunted Mansion | Dungeon | 0xB6860008 [21.1143 185.136 40.6206] 1 0 0 0
Haven Residential Halls Portal | Dungeon | 0x56560140 [40 -70 0] 1 0 0 0
Heart of Darkness Portal | Dungeon | 0x02B201FB [170 -210 6] 1 0 0 0
Heart of Innocence | Dungeon | 0x5F460189 [39.247 0.038 0] -0.02677 0 0 -0.999642
Heart of Madness | Dungeon | 0x002002D2 [60 -30 0.005] 0 0 0 -1
Heart of the Apostate Nexi | Dungeon | 0x8B030332 [250 -100 -47.995] 1 0 0 0
Heartland | Dungeon | 0xAD9B003E [186.1 126.3 62] 0.594823 0 0 -0.803857
Heartland Yard Portal | Dungeon | 0x78000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Hebian-to | Town | 0xE64E002F [138.304 161.905 20.04] 0.92388 0 0 -0.382683
Hebian-To Advance Camp Portal | Dungeon | 0x02790200 [50 -30 6] 0 0 0 -1
Hebian-To Advance Tower Portal | Dungeon | 0xE04A0101 [158.5 33.8 75] -0.707107 0 0 -0.707107
Hebian-to Library Portal | Dungeon | 0xE54E010A [84.1 86.7 12] 0 0 0 -1
Hebian-to Meeting Hall Portal | Dungeon | 0x01240126 [30 -60 6] 1 0 0 0
Hebian-To Middle Guard Camp Portal | Dungeon | 0x02760231 [140 -470 0] 0.707107 0 0 -0.707107
Hebian-To Middle Guard Tower Portal | Dungeon | 0xDC480101 [154.8 111.2 76] 0 0 0 -1
Hebian-to Portal | Dungeon | 0xE64E002F [138.304 161.905 20.04] 0.92388 0 0 -0.382684
Hebian-to Portal | Dungeon | 0xF24F0032 [149.9 47.6 23.4] -0.862072 0 0 -0.506786
Hebian-To Reinforcements Camp Portal | Dungeon | 0x02730158 [90 -610 0] 1 0 0 0
Hebian-To Reinforcements Tower Portal | Dungeon | 0xD8470101 [156.8 63.1 163] -0.087156 0 0 -0.996195
Hebian-to Sewers | Dungeon | 0x01CA027F [40 -177.4 0] -0.014835 0 0 -0.99989
Helms Villas Portal | Dungeon | 0x809B0011 [61.479 14.486 240.005] 0.999835 0 0 -0.01815
Hermit Hill Cottages Portal | Dungeon | 0xA5910026 [111.445 125.053 47.885] -0.50562 0 0 -0.862757
Hero's Vale Portal | Dungeon | 0x46A5002E [131.406 124.975 57.055] -0.472897 0 0 -0.881118
Hibiscus Gardens Portal | Dungeon | 0x94000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Hidden Cavern | Dungeon | 0x5F4802CC [230 -71.25 0.005] 0 0 0 -1
Hidden City | Dungeon | 0x02D602CE [0.34 -79.85 0.005] 0.707107 0 0 -0.707107
Hidden Dungeon Portal | Dungeon | 0x536A0282 [0 -120 0.005] 1 0 0 0
Hidden Entrance | Dungeon | 0x017D016D [50 -210 0.005] 1 0 0 0
Hidden Laboratory | Dungeon | 0x00A402A1 [70 -70 0.005] 0.921061 0 0 0.389418
Hidden Treasury | Dungeon | 0x5652010F [80 -20 -101.995] 1 0 0 0
Hidden Valley Portal | Dungeon | 0x67C90025 [115.355 104.708 71.279] 0.946877 0 0 -0.321597
Hieromancers' Halls Portal | Dungeon | 0x02A90148 [80 -240 -42] 1 0 0 0
High Mountain Valley | Dungeon | 0xCA2D0038 [160.3 180.6 167.5] -0.284015 0 0 -0.95882
Highland Manors Portal | Dungeon | 0x94CE0024 [113.133 92.646 220.005] -0.670957 0 0 -0.741496
Hills Citadel Portal | Dungeon | 0x02F00152 [140 -130 0] 1 0 0 0
Hilltop | Dungeon | 0xAAA80034 [152.4 82.3 171.3] -0.999391 0 0 -0.034899
Hive Eviscerator Burrow | Dungeon | 0x586D03E2 [90 -200 0.05] 1 0 0 0
Hive Warrior Mound | Dungeon | 0x586E041E [69.86 -45.17 0.005] 1 0 0 0
Hollow Lair near Al-Arqas | Dungeon | 0xA5B40033 [158.08 66.886 48.5] 0.863774 0 0 -0.50388
Hollow Lair near Lytelthorpe | Dungeon | 0x039C0202 [90.2 -51 0] 1 0 0 0
Hollow Lair near Yanshi | Dungeon | 0xA5B40033 [158.08 66.886 48.5] 0.863774 0 0 -0.50388
Holtburg | Dungeon | 0xA7B70037 [155.9 146.26 28] -0.022687 0 0 -0.999743
Holtburg | Town | 0xA9B40019 [84 7.1 94] 0.996917 0 0 -0.078459
Holtburg Casino VIP Portal | Dungeon | 0xA9B2001D [84 102 94] 0 0 0 -1
Holtburg Dungeon | Dungeon | 0x01F60289 [96.7 -10 0] -0.719279 0 0 -0.694721
Holtburg House Portal | Dungeon | 0xA9B30024 [101.6 92.8 106.7] -0.991445 0 0 -0.130526
Holtburg Meeting Hall Portal | Dungeon | 0x01250126 [30 -60 6] 1 0 0 0
Holtburg Portal | Dungeon | 0xAFB60019 [87.4 6.2 99.3] -0.992115 0 0 -0.125333
Holtburg Redoubt | Dungeon | 0x016301AC [140 -40 0] -0.707107 0 0 -0.707107
Holtburg South Training Academy Portal | Dungeon | 0x0363012F [2.5 -29 0] -0.369747 0 0 -0.929133
Holtburg West Training Academy Portal | Dungeon | 0x0364012F [2.5 -29 0] -0.369747 0 0 -0.929133
Holtburg Wilderness Settlement Portal | Dungeon | 0xBAB2001B [84.766 69.389 85.787] 0.94602 0 0 -0.324107
Hopevale Portal | Dungeon | 0x54A80024 [103.455 80.092 74.005] 0.921955 0 0 -0.387298
Hoshino Tower | Dungeon | 0x66510103 [21.3412 -21.5515 0.01] 0.997189 0 0 0.07493
Hotel Swank | POI | 0x018A024F [120 -79.9 0] -0.707107 0 0 -0.707107
House Portal | Dungeon | 0xB6870152 [64.42 127.466 56.005] -0.692288 0 0 -0.721621
Howling Wolf Villas Portal | Dungeon | 0x95A30022 [101.621 29.441 40.005] 0.920846 0 0 -0.389928
Humid Font | Dungeon | 0x017603D3 [50 -50 0] 1 0 0 0
Humid Guruk Caverns | Dungeon | 0x0078055C [30 -100 0.005] 0.921061 0 0 -0.389418
Humid Hovel | Dungeon | 0x02E4017E [133.337 -1.86382 0] 0.327423 0 0 -0.944878
Humming Crystal Portal | Dungeon | 0x177B0040 [180 187 560] 0 0 0 -1
Hunter's Leap | Dungeon | 0x01C60181 [18.566 0.78 0] 0.758532 0 0 -0.651635
Hunter's Leap | Dungeon | 0xA9AC0012 [55.2609 28.1386 77.6601] 1 0 0 0
Ianna Portal | Dungeon | 0x86C00010 [41.933 184.121 119.673] -0.70919 0 0 -0.705018
Ice Chasm Portal | Dungeon | 0x03A702F6 [160 -120 -30] 1 0 0 0
Ice Cistern Core | Dungeon | 0x56590170 [40 -130 24.0756] 1 0 0 0
Ice's Edge Cottages Portal | Dungeon | 0x6ACF0024 [99.853 90.017 188.005] -0.598989 0 0 -0.800758
Icecliff Cottages Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
Iceea Hills Estates Portal | Dungeon | 0xA49F003E [180.351 133.223 121.252] -0.477895 0 0 -0.878417
Icy Demise | Dungeon | 0x57450109 [20 -10 0.005] 1 0 0 0
Icy Hideout | Dungeon | 0x0033040F [739.915 -233.14 0.005] 0 0 0 -1
Idol of Wishes | Dungeon | 0x5F44014C [30 -40 0.005] 1 0 0 0
Idol Spawning Grounds | Dungeon | 0x02B6029E [100 -50 0] 0.707107 0 0 -0.707107
Ijaniya  Portal | Dungeon | 0x85560002 [5.256 41.536 14.443] -0.967409 0 0 -0.253218
Ikama Cottages Portal | Dungeon | 0xAB340025 [96.686 108.775 58.062] -0.409485 0 0 -0.912317
Ikzisik Tika Ri Zikma | Dungeon | 0x00870353 [120 -210 0.005] 1 0 0 0
Illsin Veranda | Dungeon | 0x536201D9 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Impious Temple Portal | Dungeon | 0x015E0165 [80 -170 0] 0.707107 0 0 -0.707107
Imuth Maer Cottages Portal | Dungeon | 0xCB6B0015 [59.618 106.768 64.274] 0.974593 0 0 -0.223982
Inculcation Cells Portal | Dungeon | 0x0295026D [160 -270 6] 1 0 0 0
Incunabula Vault Portal | Dungeon | 0x011A03F9 [50 -349 0] 0.707107 0 0 -0.707107
Inner Dungeon | Dungeon | 0x01A5019D [20 0 6] 0.02923 0 0 -0.999573
Inner Sanctum | Dungeon | 0x59540144 [30 -130 -41.995] 1 0 0 0
Inner Sanctum | Dungeon | 0x5D470183 [60.6383 -20.4236 18.005] 0.92388 0 0 -0.382684
Inner Sanctum | Dungeon | 0x5D480183 [60.8034 -20.1706 18.005] 0.92388 0 0 -0.382684
Inner Sanctum | Dungeon | 0x7F15002E [136 127.3 12] -0.933893 0 0 -0.357553
Inner Sanctum | Dungeon | 0x7FEE0024 [102.3 73.5 108] -0.95882 0 0 -0.284015
Inner Stronghold | Dungeon | 0x1A8E0262 [-75.515 275.027 148.405] 0.707107 0 0 -0.707107
Inquisitor's Dale Cottages Portal | Dungeon | 0x55A0001C [84.204 90.576 42.005] 0.028018 0 0 -0.999607
Insatiable Vault | Dungeon | 0x00960321 [70 -40 0.005] 0.696707 0 0 -0.717356
Invisible LiveOp Portal | Dungeon | 0xBA6F0036 [167.7 129.5 6.1] -0.636078 0 0 -0.771625
Ishaq's Cellar | Dungeon | 0x02EA017D [0.449236 -37.2334 6.005] 0.382683 0 0 -0.92388
Ishilai Inlet Settlement Portal | Dungeon | 0xBF19003D [171.467 115.901 99.322] -0.187544 0 0 -0.982256
Ishilai Inlet Villas Portal | Dungeon | 0xBF150035 [164.993 107.482 136.005] -0.595559 0 0 -0.803312
Isle of Tears Portal | Dungeon | 0xC09B0015 [64.2 119.3 2] 0.829038 0 0 -0.559193
Ispan Hill Portal | Dungeon | 0xA2C1001A [78.199 28.386 105.64] 0.860262 0 0 -0.509852
Ispar | Dungeon | 0x01A80156 [40 -10 0] 0.004206 0 0 -0.999991
Ispar Yard Portal | Dungeon | 0x8E000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Isparian Flame Estates Portal | Dungeon | 0xD1D00026 [100.999 124.618 61.588] -0.168713 0 0 -0.985665
Ithaenc Archipelago | Dungeon | 0xEE18001A [84.2656 44.0348 23.3415] 1 0 0 0
Ivory Gate Portal | Dungeon | 0x79000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Jackcat Canyon Portal | Dungeon | 0x8A7F0003 [20.882 56.819 60.005] 0.854141 0 0 -0.520041
Jade Gate Portal | Dungeon | 0x8D000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Jahannan Vault Portal | Dungeon | 0x011B014B [80 -57.35 -65.99] 1 0 0 0
Jai-Tan Dale Portal | Dungeon | 0xC946001C [76.901 85.203 140.123] 0.972307 0 0 -0.233709
Janaa Ridge Settlement Portal | Dungeon | 0x9B760016 [50.834 125.584 28.005] 0.487296 0 0 -0.873237
Jasmine Meadow Portal | Dungeon | 0xBD47001D [80.866 102.108 37.496] 0.580909 0 0 -0.813969
Jenshi Cottages Portal | Dungeon | 0xB779000D [45.513 97.37 24.005] 0.456011 0 0 -0.889974
Jeweled Thorn Estates Portal | Dungeon | 0xD7C2001D [76 98 131.944] -0.165048 0 0 -0.986286
Jhalalabhan Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
Jin-Lai Stronghold Portal | Dungeon | 0xCB760004 [14.354 87.151 22.005] 0.700959 0 0 -0.713202
Jinianshi Portal | Dungeon | 0xB55D0026 [110.646 0.279 21.564] -0.318554 0 0 -0.947905
Jojii Gardens Portal | Dungeon | 0x88000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Jot's Playground | Dungeon | 0x05FC0008 [0 192 10] 1 0 0 0
Journeyman Portal Studies | Dungeon | 0x00D6029B [3.577 -150 24.0049] 0.707107 0 0 -0.707107
Judging Station | Dungeon | 0x02E2015A [60.4 -55.6 12.1] -0.678801 0 0 -0.734323
Judging Station | Dungeon | 0x02E3015A [60.4 -55.6 12.1] -0.678801 0 0 -0.734323
JumpEntry Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpExit Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft1 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft2x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft3x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft3x3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft4x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft4x3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft4x4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft5 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft5x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft5x3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft5x4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft5x5 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft6 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft6x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft6x3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft6x4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft6x5 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft6x6 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft7 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft7x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft7x3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft7x4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft7x5 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft7x6 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft7x7 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8x3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8x4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8x5 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8x6 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8x7 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft8x8 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x5 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x6 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x7 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x8 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpShaft9x9 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng1 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng2 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng3 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng4 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng5 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng6 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng7 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng8 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
JumpToDng9 Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
Jungle Shadows | Dungeon | 0x02BB0197 [108.385 -88.606 24] -0.819152 0 0 -0.573577
K'nath Lair | Dungeon | 0x01930151 [40 -10 0.005] 0.027346 0 0 -0.999626
Kanasa Portal | Dungeon | 0xAC3F002D [134 101.12 46.745] -0.791437 0 0 -0.611251
Kara | Town | 0xBA170039 [181.2 3.2 167.7] -0.848048 0 0 -0.529919
Karab Delta Portal | Dungeon | 0x1EAF0011 [56.2 13.3 0.005] 0.963863 0 0 -0.266397
Karlun's Fort | Dungeon | 0x2AEE0024 [111.74 87.0811 100.005] -0.906796 0 0 0.42157
Karlun's Hall Exit | Dungeon | 0x2AEE0024 [111.74 87.0811 100.005] -0.906796 0 0 0.42157
KEEP OUT! | Dungeon | 0x2B200024 [113.84 89.6186 200.005] -0.464193 0 0 -0.885734
Kelderam's Path | Dungeon | 0x02B702F1 [70 -60 0] 1 0 0 0
Kelnen Village Portal | Dungeon | 0xB3450012 [59.626 34.955 28.005] 0.995239 0 0 -0.097461
Khayyaban | Town | 0x9F440012 [90 24.553 31.885] -0.782608 0 0 -0.622514
Khayyaban Meeting Hall Portal | Dungeon | 0x01260126 [30 -60 6] 1 0 0 0
Killagurg | Dungeon | 0x00B6010E [30 -192.812 -12] -1 0 0 -0.000276
King Pwyll Square Portal | Dungeon | 0xAD8B0024 [99.895 88.532 34.005] 0.989127 0 0 -0.147067
Knath Lair | Dungeon | 0x0193012A [40 -10 0] 0.027346 0 0 -0.999626
Kor-Gursha  | Dungeon | 0x009C0247 [160 -70 -17.995] 0.707107 0 0 -0.707107
Krau Li's Labyrinth Portal | Dungeon | 0x02E5024A [110 -240 0] 1 0 0 0
Kryst | Town | 0xE822002A [132.7 37.9 20.1] -0.866025 0 0 -0.5
Kuyiza Portal | Dungeon | 0xB252001D [75.307 100.309 37.646] 0.734008 0 0 -0.67914
Laboratory | Dungeon | 0x00A001DC [80.0253 -105.993 0.005] 0.99788 0 0 0.065076
Laboratory | Dungeon | 0x00A101DC [80.0253 -105.993 0.005] 0.99788 0 0 0.065076
Laboratory | Dungeon | 0x00A201DC [80.0253 -105.993 0.005] 1 0 0 0
Laboratory | Dungeon | 0x594F0277 [79.7348 -119.984 0.005] -0.710073 0 0 -0.704128
Labyrinth | Dungeon | 0x54630328 [150 -70 0] 1 0 0 0
Lady Maila Estates Portal | Dungeon | 0x45DC0024 [101.869 94.217 30.643] -0.883868 0 0 -0.467737
Lair of Death | Dungeon | 0x01AA01EC [20 -50 0.005] 1 0 0 0
Lair of the Ancient Queen | Dungeon | 0x614A046E [90 -120 0.005] 1 0 0 0
Lair of the Eviscerators | Dungeon | 0x027D02AA [120 -20 0] 0 0 0 -1
Lair of The Homunculus | Dungeon | 0x634A03D4 [97.2029 -77.2247 0.005] 0.382683 0 0 -0.92388
Laiti's Villa Portal | Dungeon | 0x6AD3001F [77.262 159.921 154.678] -0.404384 0 0 -0.91459
Lake Blessed Cottages Portal | Dungeon | 0xC7940003 [8.368 61.926 2.005] -0.935989 0 0 -0.35203
Lake NemuelSettlement Portal | Dungeon | 0x7FCD0028 [103.726 182.172 152.649] -0.650668 0 0 -0.759363
Lake Thrasyl Cottages Portal | Dungeon | 0xB425001C [78.931 82.555 131.799] -0.137825 0 0 -0.990457
Lakeside Lair | Dungeon | 0x01AF012C [60 -40 0] -0.731354 0 0 -0.681998
Lanadryll Cottages Portal | Dungeon | 0x80AE0016 [64.719 128.9 124.005] 0.407287 0 0 -0.9133
Land Bridge Staging Complex Portal | Dungeon | 0x029802A5 [200 -10 12] 0 0 0 -1
Land Bridge Villas Portal | Dungeon | 0x83120034 [165.344 91.27 350.005] -0.803213 0 0 -0.595692
Large Mnemosyne Collection Site | Dungeon | 0x029D010C [100 0 0] 0 0 0 -1
Large Portal Tile | Dungeon | 0x58740109 [180 -203.185 -12] 1 0 0 0
Larkspur Gardens Portal | Dungeon | 0x73000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Last-Stop-Before-Dires Villas Portal | Dungeon | 0x459C0024 [119 77.307 29.926] 0.979652 0 0 -0.200702
Leafcull Festival Stone Portal | Dungeon | 0xB56F0015 [70.8 96.9 22] 0.906308 0 0 -0.422618
Leafdawning Festival Stone Portal | Dungeon | 0xC38C000D [28.8 112.6 40] -0.267238 0 0 -0.963631
Leafdawning Settlement Portal | Dungeon | 0xC18F0025 [110.706 116.91 11.748] -0.770408 0 0 -0.637552
Legend of the Tusker King | Dungeon | 0x5F4301D6 [20.1621 -85.912 0.005] 1 0 0 0
Li-Po Cottages Portal | Dungeon | 0xB957002E [120.196 123.062 38.005] -0.52588 0 0 -0.850559
Liang Chi Settlement Portal | Dungeon | 0xB374002A [127.499 30.087 25.615] -0.945675 0 0 -0.325114
Lichty's Lair Portal | Dungeon | 0x01A80156 [40 -10 0] 0.004206 0 0 -0.999991
Lightbringer Dale Cottages Portal | Dungeon | 0x69E50016 [68.564 141.104 25.809] 0.349594 0 0 -0.936901
Lightless Catacombs | Dungeon | 0x019B0161 [60 -50 0] 0.731949 0 0 -0.68136
Lightless Tunnels Portal | Dungeon | 0x02C60200 [60 -60 -6] -0.087156 0 0 -0.996195
Lightning Cistern Core Extreme | Dungeon | 0x565A0154 [0 0 0.005] 1 0 0 0
Lightning Cistern Core High | Dungeon | 0x565B0154 [0 0 0.005] 1 0 0 0
Lightning Cistern Core Low | Dungeon | 0x565C0154 [0 0 0.005] 1 0 0 0
Lightning Cistern Core Mid | Dungeon | 0x565D0154 [0 0 0.005] 1 0 0 0
Lightning Guardian Lair | Dungeon | 0x5A43014A [47.953 -2.5 6.005] 0 0 0 -1
Lightning Ziggurat | Dungeon | 0x57460104 [20 -20 0.005] -0.707107 0 0 -0.707107
Lilyglen Cottages Portal | Dungeon | 0xA3BB003C [182.033 77.688 32.005] -0.779272 0 0 -0.626685
Lin | Town | 0xDC3C0011 [59.72 10.774 18.958] -0.358368 0 0 -0.933581
